BVP,Heart Rate,Alpha,Beta,Gamma,Label
27.566,67.373,0.324,-1.251,1.19,2
27.538,67.373,-1.607,3.645,1.727,2
27.513,67.373,0.712,-5.467,-0.005,2
27.488,67.373,3.573,4.508,2.883,2
27.482,67.373,-4.643,-2.33,1.681,2
27.491,67.373,-0.105,1.991,-1.964,2
27.507,67.373,3.96,-1.401,-4.066,2
27.52,67.373,-1.792,-0.273,-1.354,2
27.523,67.373,-1.54,3.131,3.087,2
27.529,67.373,0.961,-3.711,3.932,2
27.484,67.373,0.68,1.776,1.577,2
26.878,67.373,-0.336,-0.334,-5.303,2
25.869,67.373,-0.89,-1.267,-2.958,2
25.241,67.373,0.831,2.641,0.018,2
25.099,69.189,0.334,-3.38,2.978,2
25.112,69.194,-0.746,1.809,3.737,2
25.131,69.194,-0.243,0.055,2.246,2
25.128,69.194,0.933,-0.366,0.445,2
25.152,69.194,0.08,0.451,-2.485,2
25.667,69.194,-1.211,-0.53,-1.09,2
26.569,69.194,0.816,0.152,0.626,2
27.146,69.194,0.467,0.345,-3.654,2
27.272,69.194,-1.116,-1.041,-0.982,2
27.263,69.194,0.169,1.379,2.475,2
27.25,69.194,1.001,0.078,0.361,2
27.241,69.194,0.015,-2.843,-1.538,2
27.24,69.194,-2.313,4.537,1.056,2
27.233,69.194,2.374,-3.898,-1.563,2
27.206,69.194,1.371,1.474,-2.03,2
27.181,69.194,-4.835,1.098,-0.197,2
27.167,69.194,2.227,-2.543,-0.438,2
27.18,69.194,3.091,3.008,2.475,2
27.199,69.194,-2.727,-2.964,1.834,2
27.229,69.194,-1.047,3.552,0.475,2
27.262,69.194,0.923,-3.778,2.169,2
27.288,69.194,1.489,3.02,-2.422,2
27.321,69.194,-0.736,-1.305,-2.261,2
27.168,69.194,-1.517,0.608,0.416,2
26.314,69.194,0.791,-0.872,-0.349,2
25.176,69.194,0.501,1.208,0.683,2
24.523,71.776,0.828,-0.98,-1.231,2
24.378,71.781,-0.708,1.868,-0.879,2
24.384,71.781,-1.489,-2.104,2.561,2
24.385,71.781,0.718,1.825,-1.748,2
24.359,71.781,1.405,-0.228,-1.223,2
24.329,71.781,0.198,-1.256,2.586,2
24.318,71.781,-2.378,2.835,-1.744,2
24.436,71.781,0.959,-3.467,-1.873,2
25.107,71.781,1.345,3.27,3.277,2
26.025,71.781,-1.629,-1.326,1.603,2
26.511,71.781,1.219,-0.008,-0.856,2
26.584,71.781,-0.229,1.27,-0.717,2
26.548,71.781,-2.281,-2.359,-1.659,2
26.53,71.781,3.456,1.084,-1.909,2
26.53,71.781,-0.852,-0.149,-4.941,2
26.546,71.781,-2.496,0.966,3.535,2
26.543,71.781,3.024,-1.827,3.91,2
26.521,71.781,-0.978,3.313,-1.049,2
26.503,71.781,-0.855,-3.108,-2.611,2
26.482,71.781,1.347,2.944,-2.241,2
26.475,71.781,-1.128,-3.64,0.811,2
26.492,71.781,0.063,3.526,-0.463,2
26.511,71.781,0.744,-1.409,-0.874,2
26.544,71.781,1.036,-0.68,-0.465,2
26.388,71.781,-2.671,1.699,3.015,2
25.6,71.781,-0.091,-1.256,3.351,2
24.677,71.781,3.848,-0.031,-0.361,2
24.264,71.776,-2.914,2.146,-1.332,2
24.218,71.781,-0.65,-4.421,0.675,2
24.254,71.781,2.223,4.453,2.195,2
24.282,71.781,-2.997,-3.724,-1.172,2
24.297,71.781,3.015,3.513,-0.11,2
24.311,71.781,0.76,-3.326,2.54,2
24.335,71.781,-4.736,3.168,0.269,2
24.372,71.781,2.653,-2.253,-3.157,2
24.384,71.781,2.496,0.968,-0.582,2
24.629,71.781,-3.082,-0.932,-0.016,2
25.525,71.781,-0.948,1.787,1.342,2
26.41,71.781,2.976,-3.538,1.079,2
26.737,71.781,-0.073,3.651,-1.478,2
26.744,71.781,-3.242,-1.693,0.7,2
26.715,71.781,2.024,0.133,1.713,2
26.708,71.781,2.27,1.321,-2.633,2
26.712,71.781,-3.762,-0.955,0.458,2
26.723,71.781,0.631,-0.942,0.514,2
26.73,71.781,2.52,2.639,0.082,2
26.721,71.781,-2.293,-2.067,1.423,2
26.714,71.781,0.07,1.508,0.522,2
26.712,71.781,2.02,-2.521,1.491,2
26.722,71.781,-2.921,5.119,-1.255,2
26.728,71.781,1.578,-6.168,-3.177,2
26.756,71.781,2.596,5.24,1.83,2
26.565,71.781,-5.76,-3.241,1.726,2
25.772,71.781,2.89,1.656,-2.11,2
24.899,71.781,2.952,0.552,2.805,2
24.505,68.571,-3.722,-2.88,3.022,2
24.452,68.576,-0.705,4.275,1.287,2
24.472,68.576,2.721,-4.705,-2.72,2
24.489,68.576,0.437,3.642,2.235,2
24.502,68.576,-2.866,-2.276,1.966,2
24.518,68.576,-0.038,2.401,0.687,2
24.533,68.576,3.613,-2.269,-0.558,2
24.546,68.576,-1.438,0.313,-5.324,2
24.564,68.576,-3.18,2.178,2.994,2
24.586,68.576,2.24,-2.348,3.161,2
25.086,68.576,2.262,1.341,-0.111,2
26.214,68.576,-2.544,-0.43,2.532,2
27.115,68.576,-0.692,0.039,1.105,2
27.413,68.576,1.113,0.571,-0.788,2
27.424,68.576,1.322,-0.945,-1.648,2
27.4,68.576,-1.129,1.03,1.179,2
27.4,68.576,-1.462,-0.323,0.637,2
27.414,68.576,1.844,-0.232,-2.681,2
27.417,68.576,-0.013,0.308,-3.448,2
27.4,68.576,-1.319,-0.579,3.911,2
27.378,68.576,1.783,0.729,1.921,2
27.348,68.576,-1.415,-0.791,-1.545,2
27.327,68.576,-0.559,-0.067,-0.654,2
27.347,68.576,2.596,-0.964,-3.366,2
27.121,68.576,-2.042,0.588,-1.519,2
26.348,68.576,-0.648,-0.417,0.754,2
25.595,68.576,1.534,0.498,1.472,2
25.303,71.111,-0.855,-0.132,1.002,2
25.29,71.116,1.41,-0.027,-0.046,2
25.319,71.116,-0.557,-0.776,-1.097,2
25.339,71.116,-2.798,0.989,-1.84,2
25.342,71.116,2.794,-1.772,0.945,2
25.342,71.116,1.731,1.14,0.003,2
25.35,71.116,-3.99,0.359,-1.103,2
25.366,71.116,1.415,1.008,1.383,2
25.386,71.116,2.352,-3.298,-0.679,2
25.418,71.116,-4.994,1.54,4.468,2
25.423,71.116,3.022,1.931,-0.893,2
25.754,71.116,4.258,-4.783,-3.819,2
26.778,71.116,-7.796,6.101,0.226,2
27.716,71.116,1.677,-5.04,1.621,2
28.051,71.116,5.869,4.123,-1.006,2
28.072,71.116,-4.905,-4.836,2.604,2
28.053,71.116,-1.441,4.246,-1.218,2
28.042,71.116,3.627,-1.812,-1.937,2
28.046,71.116,-0.359,-0.442,-0.288,2
28.058,71.116,-2.292,1.395,-1.153,2
28.056,71.116,1.396,-1.113,-0.815,2
28.04,71.116,0.492,0.115,0.752,2
28.011,71.116,-0.579,0.833,1.016,2
27.992,71.116,0.065,-1.077,1.432,2
27.967,71.116,-1.627,0.456,0.595,2
27.515,71.116,2.451,0.308,-1.319,2
26.65,71.116,1.25,-1.592,-1.771,2
26.054,71.116,-4.761,2.704,-2.394,2
25.925,69.818,2.467,-3.714,-1.669,2
25.949,69.823,1.787,3.712,0.87,2
25.973,69.823,-2.493,-2.184,0.724,2
25.977,69.823,1.536,0.372,1.662,2
25.971,69.823,-1.195,1.173,0.87,2
25.972,69.823,-1.046,-1.375,1.07,2
25.987,69.823,4.329,1.24,-0.151,2
26.085,69.823,-2.383,-0.067,-1.658,2
26.183,69.823,-3.274,-0.103,-0.144,2
26.269,69.823,4.04,0.483,-0.982,2
26.351,69.823,-0.045,-0.698,1.591,2
26.428,69.823,-1.086,-1.643,-0.725,2
26.502,69.823,-0.8,4.119,-3.441,2
26.577,69.823,-0.531,-4.812,-0.136,2
26.656,69.823,3.281,4.23,1.468,2
26.745,69.823,-1.103,-4.046,1.523,2
26.844,69.823,-2.833,2.82,-1.465,2
26.944,69.823,1.887,-1.966,0.484,2
27.045,69.823,1.235,3.114,2.472,2
27.147,69.823,-1.167,-5.087,0.331,2
27.25,69.823,-0.328,6.791,1.486,2
27.362,69.823,0.709,-6.916,-1.897,2
27.477,69.823,-0.524,4.556,-4.28,2
27.594,69.823,-0.9,-0.628,0.08,2
27.716,69.823,2.221,-1.843,-0.236,2
27.724,69.823,0.053,1.766,2.519,2
27.122,69.823,-3.799,-0.306,2.711,2
26.145,69.823,2.792,-1.386,0.007,2
25.6,66.783,1.885,2.345,-1.788,2
25.562,66.788,-3.409,-1.597,0.604,2
25.678,66.788,1.031,0.732,0.903,2
25.79,66.788,1.04,-0.38,0.083,2
25.883,66.788,-0.419,-1.068,0.446,2
25.974,66.788,-1.477,1.632,-4.088,2
26.089,66.788,1.247,-0.817,0.575,2
26.219,66.788,1.426,0.85,4.496,2
26.353,66.788,-3.103,-0.695,-0.177,2
26.482,66.788,0.931,0.047,-1.732,2
26.593,66.788,2.938,-0.588,0.508,2
26.681,66.788,-2.75,0.32,1.388,2
26.774,66.788,-1.17,1.133,-1.206,2
26.878,66.788,1.702,-2.267,0.275,2
26.988,66.788,1.951,2.87,0.53,2
27.09,66.788,-2.413,-3.18,-0.343,2
27.195,66.788,-1.415,3.086,0.394,2
27.303,66.788,2.705,0.167,1.866,2
27.419,66.788,-0.416,-3.582,0.544,2
27.525,66.788,-0.907,4.951,-1.036,2
27.64,66.788,0.865,-5.028,-1.515,2
27.757,66.788,-1.495,3.647,-0.547,2
27.876,66.788,1.941,-1.506,1.62,2
27.99,66.788,-0.58,1.405,1.788,2
28.099,66.788,-1.114,-0.667,3.237,2
28.252,66.788,1.598,-0.921,-2.055,2
28.108,66.788,-0.859,2.581,-2.119,2
26.953,66.788,-0.794,-2.053,1.286,2
25.598,66.788,2.139,-0.405,-2.068,2
25.053,66.783,-1.256,2.312,-0.43,2
25.115,66.788,-1.278,-2.085,1.604,2
25.28,66.788,1.649,0.803,0.201,2
25.434,66.788,0.873,-0.601,-2.005,2
25.573,66.788,-1.415,0.728,-0.771,2
25.71,66.788,-1.537,0.335,0.652,2
25.866,66.788,3.063,-1.371,-1.035,2
26.047,66.788,-0.238,2.177,-0.161,2
26.232,66.788,-3.388,-1.989,0.293,2
26.41,66.788,3.381,1.212,-0.94,2
26.564,66.788,0.104,0.715,0.676,2
26.71,66.788,-2.444,-1.918,1.178,2
26.863,66.788,0.727,2.12,2.83,2
29.404,66.788,1.878,-1.445,-1.906,2
29.674,66.788,-1.413,-0.409,-2.001,2
29.674,66.788,-1.272,1.31,-2.257,2
29.646,66.788,2.137,-1.56,0.272,2
29.631,66.788,0.238,1.955,2.917,2
29.633,66.788,-2.548,-2.478,4.659,2
29.632,66.788,1.69,2.816,-0.146,2
29.622,66.788,1.156,-2.251,-1.005,2
29.604,66.788,-1.811,1.714,-2.193,2
29.583,66.788,-0.79,-1.71,-2.937,2
29.563,66.788,1.871,2.182,-1.838,2
29.549,66.788,2.027,-2.37,-1.555,2
29.561,66.788,-4.97,2.919,0.286,2
29.203,66.788,0.149,-3.593,4.856,2
28.245,66.788,5.925,3.769,0.875,2
27.386,66.788,-3.266,-2.582,-0.412,2
27.064,66.783,-3.283,0.634,-2.184,2
27.023,66.788,3.237,1.112,-1.141,2
27.022,66.788,1.503,-1.452,-0.469,2
27.007,66.788,-2.147,0.203,1.092,2
26.987,66.788,-1.379,0.964,2.923,2
26.983,66.788,2.224,-0.404,-2.616,2
27.001,66.788,1.39,-0.71,-1.469,2
27.027,66.788,-3.95,0.854,1.16,2
27.042,66.788,0.362,1.441,0.63,2
27.122,66.788,4.528,-5.222,1.034,2
27.788,66.788,-2.374,5.758,-1.59,2
28.829,66.788,-3.388,-3.041,-0.721,2
29.436,66.788,3.47,1.581,-0.226,2
29.543,66.788,1.848,-1.186,0.071,2
29.507,66.788,-3.798,0.437,2.237,2
29.476,66.788,-0.189,0.428,-0.576,2
29.462,66.788,2.963,0.041,-1.367,2
29.459,66.788,-0.682,-1.341,-4.561,2
29.45,66.788,-2.133,1.806,0.458,2
29.422,66.788,1.591,-2.611,2.204,2
29.396,66.788,0.215,3.275,0.635,2
29.372,66.788,-0.054,-4.812,0.215,2
29.359,66.788,-1.02,5.957,-0.637,2
29.349,66.788,0.044,-6.043,0.18,2
29.391,66.788,2.314,4.642,-0.943,2
29.187,66.788,-2.969,-2.848,-2.04,2
28.338,66.788,0.756,0.647,-0.532,2
27.46,66.788,1.856,-0.25,0.199,2
27.111,67.965,-2.551,0.084,1.144,2
27.079,67.97,1.73,1.062,2.893,2
27.093,67.97,-0.294,-0.408,-0.649,2
27.1,67.97,-1.086,-1.68,-1.282,2
27.094,67.97,1.866,2.943,-2.147,2
27.092,67.97,-2.042,-3.317,-1.345,2
27.11,67.97,1.166,1.803,-0.727,2
27.125,67.97,0.901,0.488,1.088,2
27.207,67.97,-2.725,-1.947,3.124,2
27.913,67.97,1.897,2.339,0.294,2
29.004,67.97,1.252,-1.265,-0.928,2
29.608,67.97,-2.027,-0.866,1.979,2
29.689,67.97,-0.438,1.713,-0.018,2
29.644,67.97,0.834,-0.465,-1.327,2
29.615,67.97,1.024,-0.93,-0.931,2
29.608,67.97,-0.225,0.64,0.621,2
29.602,67.97,-2.019,-0.219,0.539,2
29.586,67.97,1.08,0.847,-1.59,2
29.563,67.97,1.433,-1.548,-1.031,2
29.537,67.97,-0.972,1.528,2.239,2
29.507,67.97,-1.364,-0.94,0.738,2
29.48,67.97,1.39,-0.092,-0.922,2
29.463,67.97,0.37,0.317,-1.584,2
29.452,67.97,-1.066,0.191,0.176,2
29.471,67.97,0.734,-0.662,-1.108,2
29.277,67.97,-0.324,0.493,0.276,2
28.424,67.97,-0.453,-0.16,1.663,2
27.463,67.97,0.59,0.054,-2.257,2
27.031,68.571,0.222,-1.167,-1.354,2
26.968,68.576,0.06,2.202,1.915,2
26.98,68.576,-0.03,-3.355,0.686,2
26.989,68.576,-1.888,3.613,0.855,2
26.991,68.576,2.254,-2.116,-0.837,2
26.993,68.576,-0.066,0.211,-0.363,2
27.004,68.576,-1.468,0.691,-1.953,2
27.072,68.576,1.221,-0.206,3.071,2
27.747,68.576,-1.308,0.43,0.534,2
28.931,68.576,1.608,-1.476,-0.8,2
29.713,68.576,1.067,2.873,0.918,2
29.878,68.576,-4.733,-3.807,-0.968,2
29.837,68.576,2.832,3.786,0.005,2
29.799,68.576,3.195,-2.322,0.228,2
29.798,68.576,-3.894,0.803,-0.617,2
29.81,68.576,-0.963,0.173,0.069,2
29.801,68.576,2.756,-0.068,0.84,2
29.769,68.576,-0.438,0.314,-1.521,2
29.739,68.576,-0.968,-0.974,-1.655,2
29.716,68.576,1.418,-1.046,0.981,2
29.699,68.576,-2.272,3.955,-1.153,2
29.696,68.576,0.986,-4.158,1.286,2
29.704,68.576,1.925,3.779,2.347,2
29.706,68.576,-1.683,-3.03,0.235,2
29.724,68.576,-0.663,1.47,0.032,2
29.659,68.576,0.339,-0.457,-0.672,2
28.964,68.576,0.885,-0.97,1.254,2
27.923,68.576,0.505,1.961,-0.807,2
27.378,67.965,-2.501,-1.253,0.906,2
27.289,67.97,1.397,0.179,1.196,2
27.307,67.97,2.035,-0.809,0.359,2
27.319,67.97,-3.339,3.611,2.231,2
27.319,67.97,1.132,-5.121,-2.114,2
27.314,67.97,1.47,4.264,-0.942,2
27.316,67.97,-2.519,-2.869,0.615,2
27.32,67.97,2.607,1.461,-0.932,2
27.799,67.97,-1.389,-1.08,0.922,2
28.997,67.97,-1.903,1.517,0.916,2
29.99,67.97,4.251,-2.153,1.445,2
30.318,67.97,-2.427,2.044,0.853,2
30.309,67.97,-1.149,-1.335,-0.35,2
30.254,67.97,2.933,0.903,0.481,2
30.206,67.97,-2.637,-1.339,-1.882,2
30.191,67.97,0.291,2.056,-1.397,2
30.183,67.97,3.2,-2.493,-1.156,2
30.167,67.97,-3.862,2.429,-0.052,2
30.146,67.97,-0.257,-1.833,2.692,2
30.122,67.97,4.316,0.752,-0.18,2
30.11,67.97,-2.882,0.348,-1.997,2
30.115,67.97,-1.883,-0.886,-0.581,2
30.127,67.97,3.816,0.114,1.041,2
30.146,67.97,-1.774,1.398,0.607,2
30.16,67.97,-0.602,-2.515,1.109,2
30.191,67.97,1.854,2.93,1.816,2
29.919,67.97,-2.575,-2.599,1.321,2
28.983,67.97,1.409,2.777,0.231,2
28.113,67.97,1.768,-4.556,-2.071,2
27.79,67.368,-3.451,5.628,-2.045,2
27.755,67.373,0.644,-5.956,-0.654,2
27.755,67.373,3.719,5.542,-4.598,2
27.741,67.373,-3.312,-4.236,-0.618,2
27.712,67.373,-1.35,2.077,1.753,2
27.688,67.373,3.069,-0.405,2.496,2
27.674,67.373,-0.115,0.401,1.357,2
27.8,67.373,-1.38,-0.761,-0.801,2
28.658,67.373,-0.818,0.849,0.382,2
29.806,67.373,1.371,0.136,0.842,2
30.395,67.373,1.87,-2.887,-1.025,2
30.492,67.373,-3.132,4.152,-1.724,2
30.463,67.373,-0.624,-3.773,-0.475,2
30.436,67.373,3.362,3.56,-0.105,2
30.43,67.373,-1.309,-2.778,-2.008,2
30.433,67.373,-1.278,1.755,1.041,2
30.436,67.373,1.528,-0.885,0.408,2
30.434,67.373,-0.358,0.777,-1.389,2
30.431,67.373,-1.237,0.489,1.654,2
30.43,67.373,1.861,-0.716,0.636,2
30.43,67.373,0.291,-0.478,0.201,2
30.429,67.373,-3.185,1.926,3.185,2
30.432,67.373,2.099,-1.958,1.041,2
30.448,67.373,2.419,0.593,-0.382,2
30.434,67.373,-3.768,0.634,-0.482,2
29.904,67.373,-0.06,-1.881,-2.232,2
28.935,67.373,2.326,3.292,-2.683,2
28.301,67.373,-0.111,-3.968,-0.678,2
28.157,69.189,-1.719,4.274,1.694,2
28.167,69.194,0.82,-3.279,2.186,2
28.173,69.194,0.819,1.199,-1.109,2
28.17,69.194,-2.256,0.383,1.075,2
28.162,69.194,1.746,-2.106,1.912,2
28.168,69.194,1.006,2.998,-1.064,2
28.196,69.194,-2.823,-2.895,1.008,2
28.212,69.194,1.357,2.745,1.243,2
28.643,69.194,1.557,-1.946,-0.182,2
29.751,69.194,-0.434,1.327,1.694,2
30.653,69.194,-1.36,-1.401,0.068,2
30.907,69.194,-1.569,0.693,-3.15,2
30.877,69.194,3.35,-1.407,-1.924,2
30.816,69.194,0.361,2.334,2.102,2
30.772,69.194,-3.873,-2.45,0.136,2
30.751,69.194,1.789,1.163,1.634,2
30.746,69.194,1.187,1.253,1.626,2
30.735,69.194,-0.109,-2.502,1.083,2
30.713,69.194,-0.726,3.361,0.622,2
30.685,69.194,-0.592,-3.499,0.434,2
30.65,69.194,-0.069,2.829,-2.312,2
30.62,69.194,0.877,-2.26,-2.058,2
30.621,69.194,1.68,0.675,0.583,2
30.611,69.194,-3.347,0.971,0.002,2
30.073,69.194,-0.356,-1.536,-0.195,2
29.099,69.194,4.948,0.768,-0.372,2
28.498,69.194,-4.166,1.203,1.032,2
28.393,71.111,-0.069,-3.677,2.133,2
28.405,71.116,3.482,3.07,0.126,2
28.4,71.116,-5.918,0.471,-1.15,2
28.376,71.116,5.072,-3.88,2.552,2
28.362,71.116,1.966,4.999,-0.17,2
28.367,71.116,-8.748,-4.464,-1.465,2
28.384,71.116,5.02,4.304,-2.119,2
28.427,71.116,4.909,-3.498,0.673,2
28.469,71.116,-6.252,2.055,2.611,2
28.515,71.116,-1.36,-1.134,-0.302,2
29.081,71.116,4.427,1.526,-1.706,2
30.049,71.116,0.789,-2.82,0.079,2
30.656,71.116,-4.316,4.184,-0.209,2
30.798,71.116,1.051,-4.014,2.879,2
30.781,71.116,3.267,3.142,2.207,2
30.751,71.116,-3.141,-2.652,-1.959,2
30.734,71.116,-0.29,2.23,-0.045,2
30.718,71.116,1.784,-0.305,-1.557,2
30.693,71.116,0.309,-2.454,-0.236,2
30.666,71.116,-1.676,4.881,1.43,2
30.637,71.116,-0.08,-6.926,-0.198,2
30.614,71.116,1.051,6.866,2.209,2
30.608,71.116,1.582,-5.034,0.177,2
30.599,71.116,-2.527,2.1,-2.384,2
30.101,71.116,-2.189,0.958,-2.378,2
29.069,71.116,6.443,-4.071,-2.193,2
28.312,71.116,-3.806,6.232,-1.254,2
28.125,70.459,-3.391,-7.712,-1.971,2
28.139,70.464,6.919,4.624,1.982,2
28.152,70.464,-5.381,-0.244,1.238,2
28.139,70.464,3.37,-2.2,0.136,2
28.122,70.464,1.667,3.317,1.928,2
28.119,70.464,-9.21,-3.951,-0.254,2
28.136,70.464,7.983,3.962,-2.802,2
28.161,70.464,3.065,-2.735,-3.631,2
28.189,70.464,-9.279,1.504,-0.944,2
28.196,70.464,4.405,-2.372,-0.602,2
28.235,70.464,2.035,3.129,2.735,2
28.827,70.464,-2.706,-1.509,2.09,2
29.699,70.464,0.716,0.559,-1.999,2
30.165,70.464,-0.561,-0.784,-0.139,2
30.229,70.464,1.146,-0.278,0.627,2
30.194,70.464,0.089,1.608,0.09,2
30.168,70.464,-1.95,-1.652,-1.983,2
30.156,70.464,1.669,1.629,-1.392,2
30.155,70.464,0.664,-1.317,1.433,2
30.152,70.464,-1.513,0.345,1.22,2
30.131,70.464,-0.802,0.909,2.806,2
30.098,70.464,2.303,-2.449,0.27,2
30.061,70.464,-0.316,4.072,-0.831,2
30.04,70.464,-1.898,-5.262,-2.378,2
30.066,70.464,2.138,4.476,-0.281,2
29.724,70.464,-1.547,-2.723,0.256,2
28.676,70.464,0.232,1.918,1.628,2
27.706,70.464,1.935,-1.096,2.225,2
27.36,67.965,-3.104,-0.185,-0.881,2
27.36,67.97,0.801,0.809,2.24,2
27.395,67.97,2.759,-0.657,0.105,2
27.411,67.97,-1.983,0.64,-3.647,2
27.407,67.97,-1.463,-1,-0.982,2
27.404,67.97,1.247,0.976,-0.414,2
27.412,67.97,1.069,-0.731,-1.077,2
27.43,67.97,-0.275,0.903,1.96,2
27.452,67.97,-1.935,0.137,1.944,2
27.47,67.97,1.223,-0.875,1.094,2
27.461,67.97,1.634,0.785,-0.565,2
27.51,67.97,-1.973,-0.88,-0.835,2
28.129,67.97,-0.29,1,-2.334,2
29.015,67.97,0.807,-0.759,-1.005,2
29.476,67.97,0.415,0.035,1.846,2
29.537,67.97,-0.608,0.998,3.132,2
29.511,67.97,0.083,-0.456,-0.221,2
29.498,67.97,0.664,-1.09,-2.474,2
29.5,67.97,-2.321,1.473,-0.422,2
29.506,67.97,2.708,-1.363,0.704,2
29.505,67.97,0.793,-0.11,-1.796,2
29.496,67.97,-3.877,0.845,-0.912,2
29.486,67.97,-0.051,0.112,0.968,2
29.474,67.97,4.617,-0.245,2.37,2
29.478,67.97,0.594,-1.415,1.268,2
29.415,67.97,-7.212,3.919,-1.152,2
28.681,67.97,2.606,-5.17,-1.39,2
27.558,67.97,6.075,4.133,-0.223,2
26.917,67.965,-5.807,-1.545,1.749,2
26.789,67.97,-0.896,-0.232,2.558,2
26.808,67.97,3.425,0.84,-1.137,2
26.833,67.97,-1.612,0.462,0.019,2
26.837,67.97,2.088,-1.626,-2.548,2
26.837,67.97,-2.793,2.253,-1.001,2
26.849,67.97,-1.548,-1.402,1.845,2
26.874,67.97,5.708,-0.891,0.772,2
26.903,67.97,-2.553,2.199,-1.188,2
26.932,67.97,-2.639,-2.426,-2.554,2
26.947,67.97,2.534,1.058,0.937,2
26.948,67.97,0.166,2.263,0.177,2
26.942,67.97,-0.649,-5.269,1.463,2
26.929,67.97,-0.269,6.425,0.407,2
27.358,67.97,0.184,-5.257,-2.2,2
28.342,67.97,0.725,2.149,1.876,2
29.087,67.97,-1.031,1.01,0.346,2
29.298,67.97,0.26,-2.357,-3.389,2
29.288,67.97,1.255,2.973,1.409,2
29.264,67.97,-1.9,-2.568,2.033,2
29.255,67.97,-0.292,2.89,-0.027,2
29.252,67.97,3.448,-3.242,0.637,2
29.237,67.97,-2.599,1.376,-0.745,2
29.206,67.97,-2.108,2.517,-2.922,2
29.164,67.97,4.347,-5.232,0.565,2
29.152,67.97,-0.641,5.75,-1.544,2
28.78,67.97,-4.052,-5.279,-1.794,2
27.681,67.97,3.305,3.689,3.622,2
26.672,67.97,1.105,-1.789,1.633,2
26.328,66.783,-3.544,1.041,-0.839,2
26.318,66.788,3.493,-1.306,2.896,2
26.359,66.788,-1.413,0.879,1.424,2
26.384,66.788,-4.049,0.733,-3.267,2
26.391,66.788,7.79,-1.029,-3.085,2
26.385,66.788,-2.775,1.054,-0.427,2
26.39,66.788,-6.038,-1.112,1.808,2
26.409,66.788,7.6,1.52,2.236,2
26.428,66.788,-1.209,-1.69,1.034,2
26.443,66.788,-3.374,1.392,0.424,2
26.45,66.788,2.079,-0.393,-1.561,2
26.45,66.788,-0.798,-2.044,-2.458,2
26.452,66.788,1.286,3.689,-1.311,2
26.437,66.788,0.161,-3.176,1.229,2
26.562,66.788,-1.964,1.326,0.461,2
27.344,66.788,0.761,-0.372,1.253,2
28.306,66.788,0.734,-0.021,1.022,2
28.775,66.788,0.33,-0.404,-2.626,2
28.85,66.788,-1.096,-0.953,0.211,2
28.832,66.788,-1.18,1.884,-0.964,2
28.811,66.788,3.027,-2.056,-1.496,2
28.805,66.788,-1.09,1.942,0.233,2
28.801,66.788,-2.034,-1.409,1.411,2
28.75,66.788,1.62,0.607,0.453,2
28.692,66.788,2.313,-0.789,0.476,2
28.645,66.788,-3.275,1.055,1.077,2
28.079,66.788,-1.866,-0.504,-0.579,2
27.029,66.788,4.93,-1.222,-0.421,2
26.31,66.788,-0.449,1.047,-0.174,2
26.123,67.368,-3.634,0.128,-1.647,2
26.145,67.373,0.928,-1.931,-1.018,2
26.209,67.373,1.646,3.244,0.94,2
26.258,67.373,1.276,-2.828,-0.424,2
26.29,67.373,-2.703,2.535,0.745,2
26.317,67.373,-1.268,-2.106,1.332,2
26.344,67.373,3.328,0.162,-0.106,2
26.372,67.373,-0.084,1.312,-1.631,2
26.394,67.373,-2.313,-1.448,-2.271,2
26.406,67.373,0.345,1.234,-0.096,2
26.406,67.373,1.559,-1.174,3.477,2
26.404,67.373,-0.011,1.237,2.037,2
26.407,67.373,-0.963,-0.166,0.529,2
26.405,67.373,-0.506,-3.351,-3.528,2
26.473,67.373,-0.713,5.889,-4.228,2
27.128,67.373,3.462,-6.626,0.794,2
28.097,67.373,-1.009,5.443,1.501,2
28.643,67.373,-4.096,-3.116,2.437,2
28.728,67.373,3.87,0.747,0.886,2
28.703,67.373,1.046,1.349,0.165,2
28.689,67.373,-3.585,-1.406,-0.354,2
28.692,67.373,1.765,1.291,0.051,2
28.696,67.373,0.483,-1.103,-1.886,2
28.691,67.373,0.448,-1.655,-3.367,2
28.634,67.373,-2.498,3.641,0.556,2
28.005,67.373,0.036,-2.551,1.79,2
27.008,67.373,5.502,0.002,0.289,2
26.393,67.373,-5.6,1.399,0.099,2
26.265,68.571,-2.075,-0.152,2.245,2
26.291,68.576,8.191,-2.198,-1.232,2
26.329,68.576,-4.543,2.821,-2.537,2
26.35,68.576,-3.723,-1.996,1.72,2
26.357,68.576,6.15,0.032,1.061,2
26.358,68.576,-1.826,0.372,-3.186,2
26.371,68.576,-2.606,0.596,-0.979,2
26.393,68.576,3.308,-2.18,0.704,2
26.411,68.576,-1.36,2.448,-0.669,2
26.415,68.576,-0.947,-1.076,-0.318,2
26.409,68.576,2.024,-0.361,3.667,2
26.404,68.576,-1.425,1.129,0.915,2
26.401,68.576,-0.275,-1.566,-1.014,2
26.39,68.576,1.6,2.694,-0.54,2
26.381,68.576,-0.656,-4.539,-0.746,2
26.789,68.576,-1.881,5.585,0.356,2
27.653,68.576,1.998,-5.555,-0.907,2
28.265,68.576,1.171,3.65,0.794,2
28.417,68.576,-3.401,-2.173,3.235,2
28.399,68.576,2.055,0.766,-1.346,2
28.383,68.576,0.453,0.944,-1.546,2
28.396,68.576,-1.526,-2.618,-0.084,2
